name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,versatility,release_clause,talent,dominant_position,traits
M. Kovacic,25,6/5/1994,176,78,Croatia,Chelsea,82,87,29000000,125000,CM,Right,3,4,4,9,1,57300000,Dribbler,SUB,Selfish;Finesse_Shot;Crowd_Favourite
H. Maguire,26,5/3/1993,194,100,England,Manchester United,82,83,23000000,125000,CB,Right,1,3,2,9,1,45400000,Aerial_Threat;Strength,LCB,Diver;Leadership;Long_Passer
Marquinhos,25,14/5/1994,183,75,Brazil,Paris Saint-Germain,86,90,51500000,120000,CB;CDM,Right,3,3,3,6,2,99100000,Tackling ;Tactician ,RCB,Inflexible
L. Goretzka,24,6/2/1995,189,79,Germany,FC Bayern München,84,88,40000000,120000,CM;CAM;CDM,Right,3,4,3,8,3,69000000,Ordinary,SUB,Injury_Prone;Argues_with_Officials;Early_Crosser
K. Coman,23,13/6/1996,179,75,France,FC Bayern München,84,88,40500000,120000,LM;RM;LW,Right,2,3,4,4,3,69900000,Speedster;Dribbler;Acrobat,LW,Power_Free-Kick;Early_Crosser
S. Gnabry,23,14/7/1995,175,75,Germany,FC Bayern München,84,87,39500000,120000,RM;LM;LW,Right,2,4,4,8,3,68100000,Speedster;Dribbler;Acrobat,RW,Power_Free-Kick;Selfish;Argues_with_Officials;Early_Crosser;Crowd_Favourite
A. Rabiot,24,3/4/1995,192,80,France,Juventus,83,87,33000000,120000,CM;CDM,Left,2,3,3,8,2,56900000,Ordinary,LCM,Good
S. Haller,25,22/6/1994,190,82,France,West Ham United,83,85,32000000,120000,ST,Right,1,2,3,8,1,63200000,Ordinary,ST,Good
G. Sigurðsson,29,8/9/1989,186,77,Iceland,Everton,83,83,25500000,120000,CAM,Right,3,4,3,9,1,48500000,Engine;Crosser;FK_Specialist,CAM,Diver;Beat_Offside_Trap;Argues_with_Officials;Finesse_Shot
X. Shaqiri,27,10/10/1991,169,72,Switzerland,Liverpool,82,82,23000000,120000,RW;RM,Left,3,4,5,5,2,42600000,Dribbler,SUB,Selfish;Argues_with_Officials;Finesse_Shot;Skilled_Dribbling
N. Süle,23,3/9/1995,195,97,Germany,FC Bayern München,85,90,46500000,115000,CB,Right,2,3,2,5,1,80200000,Aerial_Threat;Tackling ;Strength,RCB,Good
R. Lukaku,26,13/5/1993,190,94,Belgium,Inter,85,86,46000000,115000,ST,Left,3,4,3,5,1,81700000,Strength,LS,Early_Crosser;Long_Passer
M. Icardi,26,19/2/1993,181,75,Argentina,Inter,85,86,46000000,115000,ST,Right,3,4,3,4,1,81700000,Poacher,RES,Diver;Long_Passer;Speed_Dribbler
D. Alli,23,11/4/1996,188,80,England,Tottenham Hotspur,84,89,41500000,115000,CAM;CM,Right,3,3,4,9,2,79900000,Engine,CAM,Selfish;Crowd_Favourite
Sokratis,31,9/6/1988,186,85,Greece,Arsenal,84,84,23000000,115000,CB,Right,3,2,2,6,1,43700000,Tackling ;Strength,RCB,Diver;Avoids_Using_Weaker_Foot
J. Henderson,29,17/6/1990,182,80,England,Liverpool,83,83,22000000,115000,CDM;CM,Right,2,3,3,9,2,40700000,Engine,RCM,Power_Free-Kick;Avoids_Using_Weaker_Foot;Dives_Into_Tackles;Leadership;Giant_Throw-in
A. Rüdiger,26,3/3/1993,190,85,Germany,Chelsea,82,84,24000000,115000,CB,Right,2,3,2,6,1,47400000,Ordinary,SUB,Leadership
J. Vardy,32,11/1/1987,179,74,England,Leicester City,82,82,17500000,115000,ST,Right,3,3,3,9,1,33300000,Ordinary,ST,Injury_Prone;Giant_Throw-in
N. Matic,30,1/8/1988,194,85,Serbia,Manchester United,81,81,14500000,115000,CDM;CM,Left,3,3,3,5,2,27600000,Ordinary,SUB,Diver;Leadership
Marcos Alonso,28,28/12/1990,188,87,Spain,Chelsea,81,81,15000000,115000,LB;LWB,Left,2,3,3,7,2,28500000,FK_Specialist,SUB,Argues_with_Officials
F. Mendy,24,8/6/1995,180,73,France,Real Madrid,80,86,18000000,115000,LB,Left,1,5,4,8,1,40500000,Ordinary,SUB,Selfish;Early_Crosser
Odriozola,23,14/12/1995,176,66,Spain,Real Madrid,80,85,17500000,115000,RB,Right,1,3,3,8,1,37200000,Ordinary,SUB,Good
C. Smalling,29,22/11/1989,194,81,England,Manchester United,80,80,12500000,115000,CB,Right,3,3,2,6,1,23800000,Aerial_Threat,SUB,Good
S. Handanovic,34,14/7/1984,193,92,Slovenia,Inter,88,88,26000000,110000,GK,Right,3,2,1,5,1,44200000,Ordinary,GK,Flair;Giant_Throw-in
A. Witsel,30,12/1/1989,186,81,Belgium,Borussia Dortmund,85,85,31500000,110000,CDM;CM,Right,3,4,4,6,2,52000000,Ordinary,LDM,Diver;Avoids_Using_Weaker_Foot
Allan,28,8/1/1991,175,74,Brazil,Napoli,85,85,38000000,110000,CM,Right,2,3,4,6,1,64600000,Tackling ;Tactician ,RCM,Diver
L. Hernández,23,14/2/1996,182,76,France,FC Bayern München,84,89,37500000,110000,CB;LB,Left,3,3,2,9,2,64700000,Ordinary,LCB,Long_Passer
M. Depay,25,13/2/1994,176,78,Netherlands,Olympique Lyonnais,84,88,40500000,110000,CF;LW;CAM,Right,3,3,5,7,3,80000000,FK_Specialist,LW,Selfish;Argues_with_Officials;Finesse_Shot;Speed_Dribbler;Crowd_Favourite
C. Tolisso,24,3/8/1994,181,81,France,FC Bayern München,83,88,34000000,110000,CM;CDM,Right,2,3,3,8,2,58700000,Ordinary,RCM,Leadership;Argues_with_Officials;Long_Passer
E. Can,25,12/1/1994,184,82,Germany,Juventus,81,86,23000000,110000,CM;CDM,Right,2,4,3,5,2,39700000,Ordinary,RCM,Injury_Prone;Selfish;Argues_with_Officials
Junior Firpo,22,22/8/1996,184,78,Spain,FC Barcelona,79,85,15500000,110000,LB;LM;LWB,Left,1,3,3,5,3,34900000,Ordinary,SUB,Dives_Into_Tackles
M. Batshuayi,25,2/10/1993,185,88,Belgium,Chelsea,79,82,16000000,110000,ST,Right,2,5,4,4,1,31600000,Ordinary,SUB,Injury_Free;Selfish
Fred,26,5/3/1993,169,64,Brazil,Manchester United,79,81,15000000,110000,CM,Left,1,4,4,9,1,29600000,Ordinary,SUB,Good
C. Immobile,29,20/2/1990,185,85,Italy,Lazio,86,86,44500000,105000,ST,Right,3,4,3,8,1,75700000,Clinical_Finisher,ST,Speed_Dribbler
K. Manolas,28,14/6/1991,189,83,Greece,Napoli,85,86,37500000,105000,CB,Right,3,2,2,3,1,66600000,Tackling ;Tactician ,RCB,Injury_Prone
G. Lo Celso,23,9/4/1996,177,68,Argentina,Tottenham Hotspur,83,89,35000000,105000,CM;CAM;CF,Left,1,3,4,8,3,0,Ordinary,SUB,Beat_Offside_Trap;Selfish;Argues_with_Officials;Early_Crosser;Finesse_Shot;Crowd_Favourite
Paco Alcácer,25,30/8/1993,175,72,Spain,Borussia Dortmund,83,85,32000000,105000,ST,Right,2,4,3,4,1,55200000,Poacher;Clinical_Finisher,ST,Power_Free-Kick;Selfish;Argues_with_Officials;Speed_Dribbler;Outside_Foot_Shot
Pablo Sarabia,27,11/5/1992,174,70,Spain,Paris Saint-Germain,83,84,29500000,105000,CAM;CM;RM,Left,2,4,4,8,3,56800000,Dribbler,SUB,Speed_Dribbler;Crowd_Favourite
David Luiz,32,22/4/1987,189,86,Brazil,Arsenal,83,83,16500000,105000,CB,Right,4,3,3,5,1,31400000,Ordinary,LCB,Long_Throw-in;Leadership;Argues_with_Officials
M. Kruse,31,19/3/1988,180,76,Germany,Fenerbahçe SK,83,83,23500000,105000,CF;ST;CAM,Left,2,4,4,8,3,44700000,Ordinary,CAM,Finesse_Shot;Crowd_Favourite
Éder Militão,21,18/1/1998,186,78,Brazil,Real Madrid,81,88,23000000,105000,CB;RB,Right,1,2,2,6,2,51800000,Ordinary,SUB,Good
J. Milner,33,4/1/1986,175,70,England,Liverpool,81,81,10500000,105000,CM;LB,Right,2,4,3,9,2,19400000,Engine;Crosser,SUB,Diver;Giant_Throw-in
M. Sissoko,29,16/8/1989,187,91,France,Tottenham Hotspur,81,81,17000000,105000,CM;CDM,Right,2,3,3,9,2,31500000,Engine;Strength,SUB,Diver;Early_Crosser
E. Bailly,25,12/4/1994,186,77,Ivory Coast,Manchester United,80,83,16500000,105000,CB,Right,2,3,3,6,1,32600000,Ordinary,RES,Power_Free-Kick;Injury_Prone;Long_Passer
J. Draxler,25,20/9/1993,187,77,Germany,Paris Saint-Germain,83,86,32500000,100000,CAM;CM;LW,Right,3,5,4,5,3,62600000,Dribbler,SUB,Beat_Offside_Trap;Selfish;Finesse_Shot;Crowd_Favourite
I. Gueye,29,26/9/1989,174,66,Senegal,Paris Saint-Germain,83,83,22000000,100000,CDM,Right,2,3,3,6,1,40700000,Tactician ,SUB,Argues_with_Officials
Ander Herrera,29,14/8/1989,182,73,Spain,Paris Saint-Germain,82,82,21500000,100000,CM;CDM,Right,3,4,3,9,2,39800000,Engine;Tactician ,LCM,Injury_Prone;Argues_with_Officials;Giant_Throw-in
P. Jones,27,21/2/1992,185,71,England,Manchester United,79,80,12500000,100000,CB,Right,2,3,2,6,1,24700000,Ordinary,SUB,Power_Free-Kick;Injury_Prone
J. Matip,27,8/8/1991,194,90,Cameroon,Liverpool,82,84,23000000,99000,CB,Right,2,2,2,5,1,44300000,Aerial_Threat,SUB,Good
R. Jiménez,28,5/5/1991,188,81,Mexico,Wolverhampton Wanderers,80,80,15500000,99000,ST,Right,3,4,3,9,1,29500000,Ordinary,RS,Selfish;Long_Passer
M. Götze,27,3/6/1992,176,75,Germany,Borussia Dortmund,82,83,26000000,98000,CF;CAM;CM,Right,4,4,4,8,3,44900000,Playmaker ,SUB,Beat_Offside_Trap;Selfish;Finesse_Shot;Crowd_Favourite
R. Barkley,25,5/12/1993,185,87,England,Chelsea,79,82,16000000,98000,CAM;CM,Right,2,5,4,5,2,31600000,Ordinary,SUB,Power_Free-Kick;Argues_with_Officials
N. Pépé,24,29/5/1995,183,73,Ivory Coast,Arsenal,83,88,34500000,97000,RM;RW;ST,Left,1,3,4,7,3,68100000,Speedster;Dribbler;Acrobat,RM,Injury_Free;Beat_Offside_Trap;Argues_with_Officials;Early_Crosser;Speed_Dribbler;Crowd_Favourite
L. Digne,25,20/7/1993,178,74,France,Everton,83,86,28500000,97000,LB,Left,2,3,3,8,1,56300000,Ordinary,LB,Inflexible;Injury_Prone;Argues_with_Officials
V. Lindelöf,24,17/7/1994,187,80,Sweden,Manchester United,81,87,22000000,97000,CB,Right,2,4,3,6,1,46200000,Ordinary,RCB,Diver;Leadership
L. Shaw,23,12/7/1995,181,75,England,Manchester United,81,84,20000000,97000,LB,Left,2,2,3,8,1,39500000,Ordinary,LB,Power_Free-Kick;Early_Crosser
José Callejón,32,11/2/1987,178,73,Spain,Napoli,84,84,24000000,96000,RM;RW,Right,3,3,3,9,2,40800000,Engine,RM,Diver;Early_Crosser
B. Mendy,24,17/7/1994,185,85,France,Manchester City,80,85,17500000,96000,LB,Left,2,3,3,7,1,33700000,Crosser,SUB,Power_Free-Kick;Dives_Into_Tackles;Early_Crosser
N. Keïta,24,10/2/1995,172,64,Guinea,Liverpool,82,87,29000000,95000,CM;CDM,Right,2,4,4,8,2,55800000,Dribbler;Acrobat,SUB,Selfish;Argues_with_Officials;Crowd_Favourite
D. Rugani,24,29/7/1994,190,84,Italy,Juventus,82,86,26000000,95000,CB,Right,2,3,2,2,1,44900000,Ordinary,RES,Diver;Long_Passer
M. Rojo,29,20/3/1990,187,85,Argentina,Manchester United,78,78,8500000,95000,CB,Left,3,2,3,5,1,16200000,Ordinary,SUB,Power_Free-Kick;Injury_Prone;Leadership;Long_Passer
J. Brandt,23,2/5/1996,185,83,Germany,Borussia Dortmund,84,88,40500000,94000,CAM;LM;RM,Right,2,4,4,5,3,69900000,Dribbler,SUB,Selfish;Argues_with_Officials;Speed_Dribbler;Crowd_Favourite
G. Xhaka,26,27/9/1992,185,82,Switzerland,Arsenal,81,84,21500000,94000,CM;CDM,Left,3,3,3,5,2,42500000,Ordinary,LDM,Long_Throw-in;Injury_Prone;Leadership;Argues_with_Officials;Finesse_Shot
H. Mkhitaryan,30,21/1/1989,177,75,Armenia,Arsenal,81,81,17000000,94000,RM;CAM;RW,Right,3,5,4,9,3,32300000,Ordinary,SUB,Selfish;Giant_Throw-in
E. Lamela,27,4/3/1992,184,80,Argentina,Tottenham Hotspur,80,80,15500000,94000,RM;LM;CAM,Left,2,2,4,9,3,28700000,Ordinary,SUB,Beat_Offside_Trap;Selfish;Crowd_Favourite
D. Zappacosta,27,11/6/1992,182,72,Italy,Chelsea,79,80,12500000,94000,RB;RWB,Right,2,3,3,9,2,24700000,Engine,SUB,Dives_Into_Tackles
D. Sánchez,23,12/6/1996,187,79,Colombia,Tottenham Hotspur,83,87,30500000,93000,CB,Right,2,3,2,6,1,58700000,Ordinary,SUB,Good
R. Bürki,28,14/11/1990,187,85,Switzerland,Borussia Dortmund,85,86,32000000,92000,GK,Right,3,2,1,5,1,55200000,Ordinary,GK,Good
A. Gómez,31,15/2/1988,165,68,Argentina,Atalanta,85,85,34000000,92000,CAM;CF;ST,Right,3,4,4,8,3,57800000,Acrobat,CAM,Argues_with_Officials;Crowd_Favourite
Kepa,24,3/10/1994,186,85,Spain,Chelsea,84,89,31000000,92000,GK,Right,1,4,1,5,1,61200000,Ordinary,GK,Flair;Flair_Passes
J. Ilicic,31,29/1/1988,190,79,Slovenia,Atalanta,84,84,28000000,92000,CF;ST,Left,3,4,4,5,2,47600000,Distance_Shooter,RS,Beat_Offside_Trap;Selfish;Argues_with_Officials;Crowd_Favourite
B. Leno,27,4/3/1992,190,83,Germany,Arsenal,84,86,26000000,91000,GK,Right,3,3,1,5,1,51400000,Ordinary,GK,Swerve_Pass
A. Milik,25,28/2/1994,186,78,Poland,Napoli,83,88,35000000,91000,ST,Left,3,3,4,5,1,62100000,Poacher;Clinical_Finisher,RS,Power_Free-Kick;Speed_Dribbler
Angeliño,22,4/1/1997,175,69,Spain,Manchester City,79,84,15000000,91000,LB,Left,2,3,4,8,1,28900000,Ordinary,SUB,Dives_Into_Tackles;Selfish;Argues_with_Officials;Crowd_Favourite
M. Perin,26,10/11/1992,188,77,Italy,Juventus,82,86,21000000,90000,GK,Right,2,3,1,5,1,36200000,Ordinary,SUB,Power_Free-Kick;Second_Wind
T. Hazard,26,29/3/1993,175,71,Belgium,Borussia Dortmund,82,83,26000000,90000,RM;LM;CF,Right,2,4,4,8,3,44900000,Dribbler;Acrobat,LM,Selfish;Leadership;Argues_with_Officials;Crowd_Favourite
A. Oxlade-Chamberlain,25,15/8/1993,175,70,England,Liverpool,80,83,18500000,90000,CM;RM,Right,2,4,4,9,2,35600000,Ordinary,SUB,Selfish;Argues_with_Officials;Early_Crosser
D. Rose,28,2/7/1990,174,76,England,Tottenham Hotspur,80,80,12500000,90000,LB;LWB,Left,3,3,3,6,2,23100000,Ordinary,LB,Early_Crosser
D. Lovren,29,5/7/1989,188,84,Croatia,Liverpool,80,80,12500000,90000,CB,Right,2,4,2,6,1,23100000,Ordinary,SUB,Power_Free-Kick;Injury_Prone
Danilo,27,15/7/1991,184,78,Brazil,Juventus,79,79,11000000,90000,RB;LB,Right,2,4,3,8,2,18200000,Ordinary,SUB,Argues_with_Officials
M. ?kriniar,24,11/2/1995,187,80,Slovakia,Inter,86,90,52000000,89000,CB,Right,1,4,2,6,1,92300000,Tactician ,LCB,Good
W. Zaha,26,10/11/1992,180,66,Ivory Coast,Crystal Palace,83,85,32000000,89000,CF;LM;LW,Right,2,3,5,7,3,63200000,Speedster;Dribbler,LS,Injury_Free;Selfish;Crowd_Favourite
Rúben Neves,22,13/3/1997,180,80,Portugal,Wolverhampton Wanderers,82,87,29000000,89000,CM,Right,2,4,3,6,1,57300000,Ordinary,CM,Leadership;Argues_with_Officials;Finesse_Shot
Ricardo Pereira,25,6/10/1993,175,70,Portugal,Leicester City,82,84,23500000,89000,RB;RM,Right,3,4,3,9,2,46400000,Ordinary,RB,Dives_Into_Tackles;Early_Crosser
K. Bellarabi,29,8/4/1990,184,81,Germany,Bayer 04 Leverkusen,82,82,21500000,89000,RW,Right,3,3,4,8,1,36600000,Speedster;Dribbler;Acrobat,SUB,Selfish;Argues_with_Officials;Speed_Dribbler
R. Loftus-Cheek,23,23/1/1996,191,88,England,Chelsea,79,85,17000000,89000,CM;LM,Right,1,3,4,8,2,35700000,Ordinary,SUB,Finesse_Shot;Speed_Dribbler;Crowd_Favourite
A. Lallana,31,10/5/1988,178,73,England,Liverpool,79,79,11000000,89000,CM,Right,3,5,4,9,1,20400000,Ordinary,SUB,Power_Free-Kick;Selfish;Finesse_Shot;Crowd_Favourite
A. Lopes,28,1/10/1990,184,81,Portugal,Olympique Lyonnais,85,87,33500000,88000,GK,Left,2,2,1,5,1,66200000,Ordinary,GK,Giant_Throw-in;Swerve_Pass;Acrobatic_Clearance
Koke,27,8/1/1992,176,74,Spain,Atlético Madrid,85,85,40500000,88000,RM;LM;CM,Right,3,4,3,9,3,83000000,Engine;Crosser,RM,Finesse_Shot;Giant_Throw-in
S. de Vrij,27,5/2/1992,189,78,Netherlands,Inter,84,85,31500000,88000,CB,Right,3,4,2,6,1,55900000,Ordinary,CB,Leadership;Long_Passer
M. Lanzini,26,15/2/1993,167,59,Argentina,West Ham United,80,82,18000000,88000,CAM;CM;LM,Right,2,3,4,5,3,35600000,Dribbler,LM,Power_Free-Kick;Selfish;Argues_with_Officials;Finesse_Shot
A. Gignac,33,5/12/1985,187,91,France,Tigres U.A.N.L.,80,80,9500000,88000,ST,Right,3,3,3,5,1,15200000,Strength,ST,Beat_Offside_Trap;Long_Passer;Speed_Dribbler;Giant_Throw-in
Bernard,26,8/9/1992,164,60,Brazil,Everton,80,80,16000000,88000,LM,Right,2,4,4,8,1,30400000,Acrobat,LM,Selfish;Early_Crosser
Lucas Silva,26,16/2/1993,182,80,Brazil,Real Madrid,74,77,6500000,88000,CDM;CM,Right,1,3,3,5,2,13800000,Ordinary,RES,Leadership;Argues_with_Officials
T. Meunier,27,12/9/1991,191,90,Belgium,Paris Saint-Germain,82,82,20000000,87000,RB;RM,Right,2,4,3,9,2,37000000,Engine,SUB,Speed_Dribbler
T. Ndombele,22,28/12/1996,181,76,France,Tottenham Hotspur,81,89,26000000,87000,CM;CDM,Right,1,3,4,5,2,53300000,Dribbler,LDM,Selfish;Crowd_Favourite
A. Yarmolenko,29,23/10/1989,190,83,Ukraine,West Ham United,79,79,12500000,87000,RM;RW,Left,3,2,4,8,2,23800000,Ordinary,SUB,Selfish;Argues_with_Officials
M. van Ginkel,26,1/12/1992,186,82,Netherlands,Chelsea,77,78,10500000,87000,CM,Right,2,4,3,9,1,20700000,Ordinary,RES,Power_Free-Kick
C. Aránguiz,30,17/4/1989,171,70,Chile,Bayer 04 Leverkusen,83,83,24000000,86000,CM;CDM,Right,2,4,3,5,2,40800000,Ordinary,LCM,Injury_Prone;Finesse_Shot;Speed_Dribbler
R. Bentancur,22,25/6/1997,187,72,Uruguay,Juventus,79,89,20000000,86000,CM,Right,1,4,4,5,1,37000000,Ordinary,SUB,Finesse_Shot
F. Valverde,20,22/7/1998,182,78,Uruguay,Real Madrid,77,85,13000000,86000,CM;LM;CDM,Right,1,3,3,5,3,29300000,Ordinary,RES,Good
K. Volland,26,30/7/1992,179,83,Germany,Bayer 04 Leverkusen,82,83,26500000,85000,ST;RW;LW,Left,2,4,3,9,3,47000000,Engine,ST,Diver;Avoids_Using_Weaker_Foot
A. Christensen,23,10/4/1996,187,81,Denmark,Chelsea,80,87,19000000,85000,CB,Right,2,3,2,2,1,39900000,Ordinary,RCB,Good
T. Bakayoko,24,17/8/1994,189,85,France,Chelsea,80,85,18000000,85000,CDM;CM,Right,2,3,3,5,2,35600000,Strength,RES,Selfish
K. Zouma,24,27/10/1994,190,96,France,Chelsea,80,84,17500000,85000,CB,Right,2,3,2,5,1,34600000,Strength,LCB,Long_Passer
S. Romero,32,22/2/1987,192,86,Argentina,Manchester United,80,80,9000000,85000,GK,Right,3,3,1,5,1,17100000,Ordinary,SUB,Flair;Acrobatic_Clearance
C. Pulisic,20,18/9/1998,177,69,United States,Chelsea,79,86,18000000,85000,LW;RW,Right,3,4,4,5,2,37800000,Speedster,LW,Power_Free-Kick;Early_Crosser;Crowd_Favourite
A. Young,33,9/7/1985,175,65,England,Manchester United,77,77,4000000,85000,RB;LB,Right,2,3,4,8,2,7600000,Ordinary,SUB,Injury_Prone;Giant_Throw-in
Diogo Jota,22,4/12/1996,178,73,Portugal,Wolverhampton Wanderers,80,86,20500000,84000,CF;LW,Right,2,5,4,9,2,43100000,Acrobat,LS,Diver;Early_Crosser
J. Wilshere,27,1/1/1992,172,68,England,West Ham United,79,79,13000000,83000,CM;CAM;CDM,Left,3,2,3,5,3,24700000,Ordinary,LCM,Power_Free-Kick;Finesse_Shot;Crowd_Favourite
K. Schmeichel,32,5/11/1986,189,89,Denmark,Leicester City,83,83,15500000,82000,GK,Right,2,3,1,5,1,29500000,Ordinary,GK,Avoids_Using_Weaker_Foot
Rui Patrício,31,15/2/1988,190,84,Portugal,Wolverhampton Wanderers,83,83,16500000,82000,GK,Left,3,2,1,5,1,31400000,Ordinary,GK,Diver;Second_Wind
T. Delaney,27,3/9/1991,182,79,Denmark,Borussia Dortmund,82,83,23000000,82000,CDM;CM,Left,2,4,3,9,2,39700000,Engine,SUB,Injury_Prone;Avoids_Using_Weaker_Foot;Argues_with_Officials
N. Schulz,26,1/4/1993,181,83,Germany,Borussia Dortmund,82,83,22500000,82000,LWB;LM;LB,Left,1,2,3,8,3,38800000,Ordinary,LB,Early_Crosser
Dani Ceballos,22,7/8/1996,179,70,Spain,Arsenal,81,87,24000000,82000,CM;LM;CDM,Right,2,3,4,8,3,0,Ordinary,SUB,Selfish;Crowd_Favourite
Pablo Fornals,23,22/2/1996,178,67,Spain,West Ham United,81,87,24500000,82000,CAM;CM;LM,Right,1,3,4,8,3,51500000,Ordinary,SUB,Finesse_Shot;Speed_Dribbler;Crowd_Favourite
H. Winks,23,2/2/1996,176,74,England,Tottenham Hotspur,80,86,20000000,82000,CM;CDM,Right,1,3,3,6,2,41000000,Ordinary,RDM,Power_Free-Kick
O. Zinchenko,22,15/12/1996,175,64,Ukraine,Manchester City,78,85,13000000,82000,LB,Left,1,3,3,5,1,26700000,Ordinary,LB,Selfish;Argues_with_Officials
J. Hernández,31,1/6/1988,175,73,Mexico,West Ham United,78,78,9500000,82000,ST,Right,3,3,3,4,1,18100000,Ordinary,SUB,Beat_Offside_Trap;Skilled_Dribbling
C. Wilson,27,27/2/1992,180,66,England,Bournemouth,80,81,17500000,81000,ST,Right,1,3,4,8,1,34600000,Ordinary,ST,Power_Free-Kick;Early_Crosser
B. Davies,26,24/4/1993,182,76,Wales,Tottenham Hotspur,79,81,13500000,81000,LB;LWB,Left,2,3,3,6,2,26000000,Ordinary,SUB,Giant_Throw-in
S. Aurier,26,24/12/1992,176,76,Ivory Coast,Tottenham Hotspur,79,80,13000000,81000,RB;RWB,Right,2,3,3,8,2,25000000,Ordinary,RES,Injury_Prone;Long_Passer;Skilled_Dribbling
Andreas Pereira,23,1/1/1996,178,71,Brazil,Manchester United,77,82,11500000,81000,CM;CAM;RM,Right,1,4,4,5,3,22700000,Ordinary,RM,Selfish;Argues_with_Officials
Aleñá,21,5/1/1998,180,73,Spain,FC Barcelona,76,85,12000000,81000,CM;RW;CAM,Left,1,3,4,8,3,27000000,Ordinary,SUB,Argues_with_Officials;Crowd_Favourite
Morata,26,23/10/1992,189,84,Spain,Atlético Madrid,83,85,32000000,80000,ST,Right,3,4,3,9,1,0,Ordinary,LS,Early_Crosser
Diego Costa,30,7/10/1988,188,86,Spain,Atlético Madrid,83,83,25000000,80000,ST,Right,4,4,2,8,1,51300000,Strength,SUB,Power_Free-Kick;Skilled_Dribbling
L. Torreira,23,11/2/1996,168,64,Uruguay,Arsenal,82,87,27000000,80000,CDM;CM,Right,2,3,3,6,2,53300000,Ordinary,RDM,Argues_with_Officials
D. Zapata,28,1/4/1991,189,88,Colombia,Atalanta,82,82,23000000,80000,ST,Right,2,4,3,8,1,0,Strength,LS,Long_Passer;Speed_Dribbler
A. Ljajic,27,29/9/1991,182,74,Serbia,Besiktas JK,81,82,20500000,80000,CAM;LW,Right,2,4,4,7,2,40500000,Ordinary,CAM,Beat_Offside_Trap;Argues_with_Officials;Speed_Dribbler;Crowd_Favourite
M. Keane,26,11/1/1993,191,82,England,Everton,80,83,16500000,80000,CB,Right,2,3,2,6,1,32600000,Ordinary,RCB,Long_Passer
W. Boly,28,3/2/1991,195,97,France,Wolverhampton Wanderers,79,81,12500000,80000,CB,Right,1,4,2,5,1,24700000,Aerial_Threat;Strength,LCB,Long_Passer
C. Tosun,28,7/6/1991,183,78,Turkey,Everton,77,77,9000000,80000,ST,Right,2,4,3,8,1,17100000,Ordinary,SUB,Long_Passer
R. Guerreiro,25,22/12/1993,170,71,Portugal,Borussia Dortmund,81,83,21500000,79000,LM;LB;CM,Left,3,2,4,5,3,37100000,Acrobat,SUB,Power_Free-Kick;Selfish;Argues_with_Officials;Speed_Dribbler;Crowd_Favourite
L. Paredes,25,29/6/1994,180,75,Argentina,Paris Saint-Germain,80,84,19000000,79000,CM;CDM,Right,2,4,4,5,2,36600000,Ordinary,SUB,Long_Throw-in;Selfish;Leadership;Argues_with_Officials
Ayoze Pérez,25,29/7/1993,178,72,Spain,Leicester City,78,81,13000000,79000,CF;RW;RM,Right,1,4,4,9,3,25700000,Ordinary,RW,Beat_Offside_Trap;Selfish;Early_Crosser
M. Antonio,29,28/3/1990,178,82,England,West Ham United,78,78,10000000,79000,RM;ST,Right,2,3,4,5,2,19000000,Ordinary,SUB,Power_Free-Kick;Selfish;Early_Crosser;Long_Passer;Long_Shot_Taker
M. Darmian,29,2/12/1989,182,70,Italy,Manchester United,75,75,5500000,79000,LB;RB,Right,2,5,3,3,2,10500000,Ordinary,RES,Good
Luis Alberto,26,28/9/1992,183,74,Spain,Lazio,84,86,37500000,78000,CAM;CM;CF,Right,2,3,4,5,3,66600000,Ordinary,CM,Beat_Offside_Trap;Selfish;Leadership;Argues_with_Officials;Finesse_Shot;Crowd_Favourite
T. Alexander-Arnold,20,7/10/1998,180,69,England,Liverpool,83,89,32000000,78000,RB,Right,1,4,3,8,1,65600000,Crosser,RB,Dives_Into_Tackles;Leadership;Argues_with_Officials
J. Pickford,25,7/3/1994,185,77,England,Everton,83,86,24000000,78000,GK,Left,1,4,1,5,1,47400000,Ordinary,GK,Leadership;Swerve_Pass;Flair_Passes
Deulofeu,25,13/3/1994,177,73,Spain,Watford,80,83,19000000,78000,CF;RW;LW,Right,3,4,4,7,3,37500000,Dribbler;Acrobat,RS,Injury_Free;Selfish;Crowd_Favourite
R. Pereyra,28,7/1/1991,182,77,Argentina,Watford,80,80,15000000,78000,LM;CAM,Right,2,4,4,8,2,28500000,Dribbler,LM,Early_Crosser
Saúl,24,21/11/1994,184,77,Spain,Atlético Madrid,85,89,49500000,77000,CM;LM;RM,Left,3,4,3,9,3,105200000,Engine,LCM,Beat_Offside_Trap;Argues_with_Officials
M. Akanji,23,19/7/1995,187,91,Switzerland,Borussia Dortmund,83,88,31000000,77000,CB,Right,2,3,2,6,1,53500000,Ordinary,RCB,Good
K. Kampl,28,9/10/1990,178,67,Slovenia,RB Leipzig,83,83,25500000,77000,CM;CAM;CDM,Right,2,4,3,9,3,43400000,Dribbler;Engine;Acrobat,CM,Selfish;Crowd_Favourite
